alpha, P, Xmean, Xvar, Mmean, Mvar
0.075000, 435000.000000, 25275.079764, 1282928.704342, 3612873.436587, 2469385704160.806600
0.075000, 440000.000000, 25305.643961, 1041318.355227, 9040016.499781, 2110525302735.191900
0.075000, 445000.000000, 25293.845651, 1161508.248890, 14004613.661739, 1512119169967.679200
0.075000, 450000.000000, 25199.540447, 826863.186496, 19387554.966221, 3107478869356.440400
0.075000, 455000.000000, 25217.531340, 1059720.012670, 24699807.152237, 2472964730661.462400
0.075000, 460000.000000, 25462.707177, 1248872.644973, 29600177.166033, 1777807784322.397900
0.075000, 465000.000000, 25214.856748, 1130490.194164, 34946216.782648, 2359626521923.612800
0.075000, 470000.000000, 25071.528928, 1288334.507678, 40694354.985479, 2301656343004.831500
0.075000, 475000.000000, 25390.565773, 1160066.671467, 45722742.012630, 1747754855801.456500
0.075000, 480000.000000, 25102.894425, 888792.122160, 50905214.922922, 1571110757756.641400
0.075000, 485000.000000, 25227.733459, 964003.054571, 56251579.236178, 2027998184405.454300
0.075000, 490000.000000, 25137.446538, 990073.413400, 61475939.431726, 1915142639708.008800
0.075000, 495000.000000, 25329.889506, 906922.318499, 66672681.637759, 2498106647767.342300
0.075000, 500000.000000, 25502.027506, 1276005.131477, 71550346.444844, 2035906587072.494600
0.075000, 505000.000000, 25181.360359, 996248.272722, 77237062.189182, 1986774504311.433600
0.075000, 510000.000000, 25403.891352, 1276299.407678, 82463310.408889, 2304694660461.897900
0.075000, 515000.000000, 25505.743769, 1089355.106842, 87677505.175543, 1755861965232.830100
0.075000, 520000.000000, 25134.421555, 1318920.858364, 93044506.519368, 1974352539665.201900
0.075000, 525000.000000, 25205.357291, 819664.826497, 98379615.704322, 1878203705751.824700
0.075000, 530000.000000, 25411.754881, 1135478.877564, 103524683.531002, 1855109205268.958000
0.080000, 430000.000000, 25198.225926, 1524304.520827, -1405973.244041, 2234954334602.291500
0.080000, 435000.000000, 25222.854941, 1577999.390478, 3632817.851736, 2073594308855.416000
0.080000, 440000.000000, 25222.166902, 1178338.212616, 9001398.205542, 2101632018632.195800
0.080000, 445000.000000, 25433.605519, 1678315.156015, 13950852.320709, 2379483430942.862800
0.080000, 450000.000000, 25189.491032, 1708691.667290, 19517560.696106, 2340560514798.912600
0.080000, 455000.000000, 25306.228902, 1596630.689701, 24631427.450645, 1940932934127.362300
0.080000, 460000.000000, 25241.819812, 1416396.242161, 30006361.990140, 2347211926172.833500
0.080000, 465000.000000, 25287.904101, 1282481.596276, 35097198.199534, 2099527242607.428700
0.080000, 470000.000000, 25122.484006, 1412265.592704, 40346231.663165, 2122258805545.153100
0.080000, 475000.000000, 25228.632160, 1424790.913709, 45687672.026139, 2315025966899.038100
0.080000, 480000.000000, 25294.043173, 1067281.110974, 50904235.791051, 2202083990646.217300
0.080000, 485000.000000, 25244.354834, 1597647.669456, 56239714.156264, 2171150000507.044900
0.080000, 490000.000000, 25155.656943, 1385616.292801, 61584500.918062, 1985718607287.983200
0.080000, 495000.000000, 25256.118987, 1466965.831826, 66752932.958533, 2675600871976.379900
0.080000, 500000.000000, 25285.353785, 1517995.939167, 72012563.154921, 2238539636675.942900
0.080000, 505000.000000, 25081.383499, 1296647.913291, 77207872.133830, 1978570936878.153100
0.080000, 510000.000000, 25061.027608, 1523987.737933, 82536603.077514, 2552485768817.330600
0.080000, 515000.000000, 25312.774399, 1106492.358230, 87745872.020541, 1974295104281.771200
0.080000, 520000.000000, 25086.777597, 1271009.796759, 92954581.944907, 3224405265524.997100
0.080000, 525000.000000, 25068.153628, 1142757.037482, 98540510.776580, 2322504900873.710000
0.080000, 530000.000000, 25048.650709, 1697669.832177, 103316417.001925, 2184005313013.155300
0.085000, 430000.000000, 25080.527199, 1264097.918940, -1711041.250230, 1936211030281.375200
0.085000, 435000.000000, 25040.387585, 1444311.429795, 3740120.874878, 2549407273604.575200
0.085000, 440000.000000, 25120.537835, 1193701.480739, 9056035.646206, 2694063219675.039600
0.085000, 445000.000000, 25112.560192, 1536956.087535, 14318529.731974, 2064360213777.820300
0.085000, 450000.000000, 25251.109604, 1738833.178077, 19408381.030641, 2144389677513.727500
0.085000, 455000.000000, 25090.359175, 1580877.125468, 24738441.362742, 2133257234703.381300
0.085000, 460000.000000, 24970.799406, 1322764.218121, 30059734.344197, 1604155973837.395300
0.085000, 465000.000000, 25184.665957, 1468913.574888, 35080398.980927, 2620471644359.350100
0.085000, 470000.000000, 25147.647593, 1575477.741332, 40587601.356359, 1749798201520.552000
0.085000, 475000.000000, 25197.738297, 1704172.448641, 45829897.823914, 2082376082730.493700
0.085000, 480000.000000, 25240.141274, 1558567.261434, 50641236.302444, 2193723639605.581500
0.085000, 485000.000000, 25096.626222, 1842725.926083, 56381327.357494, 2064488588939.752200
0.085000, 490000.000000, 25414.671028, 1885278.374424, 61289071.269627, 1890979740822.342300
0.085000, 495000.000000, 25209.741525, 1573840.564205, 66837172.005816, 2020655161394.810100
0.085000, 500000.000000, 25040.543905, 1318620.814907, 72017661.879144, 2642516826795.595200
0.085000, 505000.000000, 25035.270137, 1491002.585472, 77294811.317691, 1993797367808.123800
0.085000, 510000.000000, 25348.629560, 1441143.353388, 82520846.450108, 2214831005229.465300
0.085000, 515000.000000, 25171.679128, 1543275.721237, 87759005.205662, 1933587149795.205600
0.085000, 520000.000000, 25068.749621, 1442655.786224, 93123265.165388, 2039167551698.931400
0.085000, 525000.000000, 24965.658966, 1569463.176465, 98338899.823347, 2627889366212.438000
0.085000, 530000.000000, 25383.284657, 1554461.557310, 103269064.193951, 1801372671172.771200
0.090000, 430000.000000, 25225.367362, 1541150.579378, -1709203.471132, 2025835730697.477800
0.090000, 435000.000000, 25497.308958, 1925462.004047, 3381857.879747, 2865591656331.486300
0.090000, 440000.000000, 25077.779541, 1236402.716283, 9134969.682667, 2061681168667.596900
0.090000, 445000.000000, 25169.622510, 1251824.962196, 14213852.056756, 2096985363853.256300
0.090000, 450000.000000, 25196.282651, 1549584.936882, 19604947.433439, 1723668015292.273700
0.090000, 455000.000000, 25249.531480, 1533803.654388, 24558792.590754, 1381794841414.675500
0.090000, 460000.000000, 25384.928502, 1799613.994030, 29793071.802167, 2505114990849.645000
0.090000, 465000.000000, 25538.522572, 1665573.835167, 34719746.955578, 1812956900913.557100
0.090000, 470000.000000, 25128.540154, 1717231.222681, 40194870.236967, 2367862195795.971700
0.090000, 475000.000000, 25221.323606, 1556057.350958, 45990146.013995, 2412254817369.108400
0.090000, 480000.000000, 25096.390158, 1328949.764692, 50975085.161592, 1887047346249.240000
0.090000, 485000.000000, 25359.485379, 1899273.678370, 56422030.227659, 2212667428843.237800
0.090000, 490000.000000, 25050.336554, 1623615.805101, 61718060.184165, 2056794246944.869400
0.090000, 495000.000000, 25320.733491, 2130200.939723, 66564166.799689, 1799634245235.955600
0.090000, 500000.000000, 25500.055355, 1671355.010628, 72036959.291720, 2122227354012.091600
0.090000, 505000.000000, 25139.496741, 2563063.388389, 77103620.624105, 2905759399178.257800
0.090000, 510000.000000, 25177.437482, 1892411.663351, 82587342.849369, 2311996539106.404800
0.090000, 515000.000000, 25474.730621, 1787817.168260, 87584273.870156, 2603298318780.103000
0.090000, 520000.000000, 25351.260817, 2007780.354040, 92840652.699318, 2166095496716.177700
0.090000, 525000.000000, 24979.735548, 1621413.336658, 98244362.432390, 2216458374982.690900
0.090000, 530000.000000, 25238.003095, 1697071.839036, 103598843.502105, 2316610085087.901900
0.095000, 430000.000000, 25259.558038, 1766637.045224, -1570088.265325, 2271679528899.955600
0.095000, 435000.000000, 25338.673186, 1643552.907465, 3739895.391452, 1566438993990.404300
0.095000, 440000.000000, 25109.953253, 1961411.460119, 8975553.019481, 1753749211934.037800
0.095000, 445000.000000, 25477.772318, 2104109.016100, 14019791.012372, 1568090856257.050500
0.095000, 450000.000000, 25365.813828, 1788704.685912, 19136390.345920, 2508893782488.749000
0.095000, 455000.000000, 25310.643431, 1652695.438796, 24809422.054903, 2334721901931.187500
0.095000, 460000.000000, 24964.310684, 1701699.667856, 30070562.509160, 2027379504965.185100
0.095000, 465000.000000, 25419.132723, 1964111.704783, 35021544.226274, 2207857542201.016600
0.095000, 470000.000000, 24951.225179, 1520108.400686, 40531068.170203, 1708456042845.781000
0.095000, 475000.000000, 25343.608676, 2193860.228340, 45201387.029725, 2702533182234.578100
0.095000, 480000.000000, 25104.413986, 2140614.883268, 51058589.797002, 2136306543086.582800
0.095000, 485000.000000, 25168.099734, 2174526.296881, 56020857.145933, 2199068979216.155800
0.095000, 490000.000000, 25121.802057, 2234583.209731, 61268337.555930, 1826421675317.580600
0.095000, 495000.000000, 25178.232753, 2389245.296541, 66717523.763986, 2139804904222.057900
0.095000, 500000.000000, 25203.394612, 1862672.470267, 71791906.206325, 2223189243253.710400
0.095000, 505000.000000, 24961.080399, 2022878.717469, 77326428.116094, 1777340519142.743400
0.095000, 510000.000000, 25225.729607, 2276640.939946, 82117951.461178, 1645661051527.620400
0.095000, 515000.000000, 25060.920960, 1657788.820198, 87822738.848019, 1797159851168.483200
0.095000, 520000.000000, 25111.810126, 1833659.769922, 93047413.117000, 2096575702180.650100
0.095000, 525000.000000, 25277.339630, 2049752.755602, 98141842.307558, 2642861829457.862800
0.095000, 530000.000000, 25077.508769, 2024969.728428, 103534267.758245, 2429233381516.261200
0.100000, 430000.000000, 25175.201826, 1836744.363146, -1668778.780986, 3125536827725.456500
0.100000, 435000.000000, 25249.080490, 1822034.398885, 3573870.890874, 2110110072055.477800
0.100000, 440000.000000, 25128.582271, 2305638.548624, 8749533.703607, 2354309044413.523400
0.100000, 445000.000000, 25174.590824, 1997685.819414, 14250569.084840, 1981121076949.798600
0.100000, 450000.000000, 25066.632503, 2197950.991034, 19321594.304697, 2286592985411.618700
0.100000, 455000.000000, 25304.302141, 2283914.914619, 24663706.698691, 2221063710545.783700
0.100000, 460000.000000, 25085.394012, 2182951.057921, 29939518.132482, 2284075276332.254900
0.100000, 465000.000000, 25150.140043, 1895548.734765, 35168052.961311, 2930660599638.127000
0.100000, 470000.000000, 24955.311082, 2267766.434028, 40422412.963002, 1586248785123.312700
0.100000, 475000.000000, 25160.814417, 2266634.659472, 45744696.234457, 1987306420948.925300
0.100000, 480000.000000, 25242.899259, 1871759.663887, 50944784.334046, 2496549033784.317400
0.100000, 485000.000000, 25364.032693, 1925589.839522, 56176579.657274, 2191185987339.425800
0.100000, 490000.000000, 25325.870900, 1652829.433133, 61311660.402039, 2239444005830.169900
0.100000, 495000.000000, 25121.584917, 2545721.190078, 66776932.485358, 2386093489909.325200
0.100000, 500000.000000, 25125.266875, 2102684.058250, 71931382.906348, 1943017254438.336900
0.100000, 505000.000000, 25661.214984, 2758934.089574, 77181199.984432, 2483919578698.542500
0.100000, 510000.000000, 25143.751736, 2039912.587010, 82506037.573698, 2684705648011.396500
0.100000, 515000.000000, 25203.352066, 2486432.779588, 87444533.597754, 2581506396534.254400
0.100000, 520000.000000, 25234.998875, 1708572.909876, 92850774.891421, 2013632090842.160400
0.100000, 525000.000000, 25097.012127, 1824383.456443, 98457311.200093, 1935599480219.133800
0.100000, 530000.000000, 25286.307219, 2128437.340595, 103488706.209928, 2350635098620.173800
